"ruleId","displayName","enabled","type","severity","category","source","queryFrequency","queryPeriod","description","body"
"bc0d3f7c-020f-4339-919a-d64f8da8c03c","User Granted Access and Grants others Access","true","Hunting","none","AzureActiveDirectory","AuditLogs","none","none","本规则将标识何时授予新用户访问权限并开始授予其他用户访问权限。 这可以帮助您识别流氓或恶意用户行为","let auditLookback = 14d;
let opName = dynamic([""Add user"", ""Invite external user""]);
// Helper function to extract relevant fields from AuditLog events
let auditLogEvents = view (startTimeSpan:timespan, operation:dynamic)  {
    AuditLogs | where TimeGenerated >= ago(auditLookback)
    | where OperationName in~ (operation)
    | extend ModProps = iff(TargetResources.[0].modifiedProperties != ""[]"", TargetResources.[0].modifiedProperties, todynamic(""NoValues""))
    | extend IpAddress = iff(isnotempty(tostring(parse_json(tostring(InitiatedBy.user)).ipAddress)), 
    tostring(parse_json(tostring(InitiatedBy.user)).ipAddress), tostring(parse_json(tostring(InitiatedBy.app)).ipAddress))
    | extend InitiatedByFull = iff(isnotempty(tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName)), 
    tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName), tostring(parse_json(tostring(InitiatedBy.app)).displayName))
    | extend InitiatedBy = replace(""_"",""@"",tostring(split(InitiatedByFull, ""#"")[0]))
    | extend TargetUserPrincipalName = tostring(TargetResources[0].userPrincipalName)
    | extend TargetUserName = replace(""_"",""@"",tostring(split(TargetUserPrincipalName, ""#"")[0]))
    | extend TargetResourceName = case(
    isempty(tostring(TargetResources.[0].displayName)), TargetUserPrincipalName,
    isnotempty(tostring(TargetResources.[0].displayName)) and tostring(TargetResources.[0].displayName) startswith ""upn:"", tolower(tostring(TargetResources.[0].displayName)),
    tolower(tostring(TargetResources.[0].displayName))
    )
    | extend TargetUserName = replace(""_"",""@"",tostring(split(TargetUserPrincipalName, ""#"")[0]))
    | extend TargetUserName = iff(isempty(TargetUserName), tostring(split(split(TargetResourceName, "","")[0], "" "")[1]), TargetUserName ) 
    | mvexpand ModProps
    | extend PropertyName = tostring(ModProps.displayName), newValue = replace(""\"""","""",tostring(ModProps.newValue));
};
// Assigning time for First TargetUserName that was added
let FirstAdd = auditLogEvents(auditLookback, opName)  
| project FirstAddTimeUtc = TimeGenerated, Type, FirstInitiatedBy = InitiatedBy, IpAddress, FirstTargetUserName = TargetUserName, FirstTargetResourceName = TargetResourceName, 
FirstOperationName = OperationName, FirstPropertyName = PropertyName, FirstnewValue = newValue, FirstCorrelationId = CorrelationId, FirstId = Id;
// Assigning time for second TargetUserName that was added, which will allow us to see if a first TargetUserName added in is the Initiated by on the second in the later join
let SecondAdd = auditLogEvents(auditLookback, opName)  
| project SecondAddTimeUtc = TimeGenerated, Type, SecondInitiatedBy = InitiatedBy, IpAddress, SecondTargetUserName = TargetUserName, SecondTargetResourceName = TargetResourceName, 
SecondOperationName = OperationName, SecondPropertyName = PropertyName, SecondnewValue = newValue, SecondCorrelationId = CorrelationId, SecondId = Id;
//  Joining the FirstAdd with SecondAdd where the FirstAdd TargetUserName value matches the SecondAdd InitiatedBy.  This shows the new user adding a user.
let NewUserAddsUser = FirstAdd | join SecondAdd on $left.FirstTargetUserName == $right.SecondInitiatedBy
// we only want items where the FirstAddTimeUtc is before the SecondAddTimeUtc
| where FirstAddTimeUtc < SecondAddTimeUtc
;
// Build out some of the properties for context
NewUserAddsUser
| extend FirstnewValue = split(FirstnewValue, "";""), SecondnewValue = split(SecondnewValue, "";"")
| extend PropertyUpdate = pack(FirstPropertyName, FirstnewValue, SecondPropertyName, SecondnewValue, ""FirstCorrelationId"", FirstCorrelationId, ""FirstId"", FirstId, ""SecondCorrelationId"", SecondCorrelationId, ""SecondId"", SecondId)
| summarize PropertyUpdateSet = make_bag(PropertyUpdate) by FirstAddTimeUtc, FirstInitiatedBy, FirstTargetUserName, SecondAddTimeUtc, SecondInitiatedBy, SecondTargetUserName, 
IpAddress, FirstTargetResourceName, SecondTargetResourceName, FirstOperationName, SecondOperationName
| extend timestamp = FirstAddTimeUtc, AccountCustomEntity = FirstInitiatedBy, HostCustomEntity = FirstTargetResourceName, IPCustomEntity = IpAddress"
"7e19b38c-066c-463a-8780-ae6f6e8d1f8c","Azure Sentinel Workbooks Administrative Operations","true","Hunting","none","AzureActivity","AzureActivity","none","none","Identifies set of Azure Sentinel Workbooks administrative operational detection queries for hunting activites'
","let opValues = dynamic([""microsoft.insights/workbooks/write"", ""microsoft.insights/workbooks/delete""]);
// Azure Sentinel Workbook Create / Update / Delete
AzureActivity
| where Category == ""Administrative""
| where OperationNameValue in (opValues)
| where ActivitySubstatusValue in (""Created"", ""OK"")
| sort by TimeGenerated desc
| extend timestamp = TimeGenerated, AccountCustomEntity = Caller, IPCustomEntity = CallerIpAddress"
"c0f313fe-d163-4437-9968-394062490b42","User Granted Access and associated audit activity","true","Hunting","none","AzureActiveDirectory","AuditLogs","none","none","本规则将返回所有用户授予的访问权限相关的审计活动","let auditLookback = 14d;
let opName = dynamic([""Add user"", ""Invite external user""]);
// Setting threshold to 3 as a default, change as needed.  Any operation that has been initiated by a user or app more than 3 times in the past 14 days will be excluded
let threshold = 3;
// Helper function to extract relevant fields from AuditLog events
let auditLogEvents = view (startTimeSpan:timespan)  {
    AuditLogs | where TimeGenerated >= ago(auditLookback)
    | extend ModProps = iff(TargetResources.[0].modifiedProperties != ""[]"", TargetResources.[0].modifiedProperties, todynamic(""NoValues""))
    | extend IpAddress = iff(isnotempty(tostring(parse_json(tostring(InitiatedBy.user)).ipAddress)), 
    tostring(parse_json(tostring(InitiatedBy.user)).ipAddress), tostring(parse_json(tostring(InitiatedBy.app)).ipAddress))
    | extend InitiatedByFull = iff(isnotempty(tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName)), 
    tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName), tostring(parse_json(tostring(InitiatedBy.app)).displayName))
    | extend InitiatedBy = replace(""_"",""@"",tostring(split(InitiatedByFull, ""#"")[0]))
    | extend TargetUserPrincipalName = tostring(TargetResources[0].userPrincipalName)
    | extend TargetUserName = replace(""_"",""@"",tostring(split(TargetUserPrincipalName, ""#"")[0]))
    | extend TargetResourceName = case(
    isempty(tostring(TargetResources.[0].displayName)), TargetUserPrincipalName,
    isnotempty(tostring(TargetResources.[0].displayName)) and tostring(TargetResources.[0].displayName) startswith ""upn:"", tolower(tostring(TargetResources.[0].displayName)),
    tolower(tostring(TargetResources.[0].displayName))
    )
    | extend TargetUserName = replace(""_"",""@"",tostring(split(TargetUserPrincipalName, ""#"")[0]))
    | extend TargetUserName = iff(isempty(TargetUserName), tostring(split(split(TargetResourceName, "","")[0], "" "")[1]), TargetUserName ) 
    | mvexpand ModProps
    | extend PropertyName = tostring(ModProps.displayName), newValue = replace(""\"""","""",tostring(ModProps.newValue));
};
let HistoricalAdd = auditLogEvents(auditLookback)
| where OperationName in~ (opName)
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), OperationCount = count() 
by Type, InitiatedBy, IpAddress, TargetUserName, TargetResourceName, Category, OperationName, PropertyName, newValue, CorrelationId, Id
// Remove comment below to only include operations initiated by a user or app that is above the threshold for the last 14 days
| where OperationCount > threshold
;
// Get list of new added users to correlate with all other events
let Correlate = HistoricalAdd 
| summarize by InitiatedBy, TargetUserName, CorrelationId;
// Get all other events related to list of newly added users
let allOtherEvents = auditLogEvents(auditLookback);
// Join the new added user list to get the list of associated events
let CorrelatedEvents = Correlate 
| join allOtherEvents on InitiatedBy, TargetUserName
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated) 
by Type, InitiatedBy, IpAddress, TargetUserName, TargetResourceName, Category, OperationName, PropertyName, newValue, CorrelationId, Id
;
// Union the results so we can see when the user was added and any associated events that occurred during the same time.
let Results = union isfuzzy=true HistoricalAdd,CorrelatedEvents;
// newValues that are simple semi-colon separated, make those dynamic for easy viewing and Aggregate into the PropertyUpdate set based on CorrelationId and Id(DirectoryId)
Results
| extend newValue = split(newValue, "";"")
| extend PropertyUpdate = pack(PropertyName, newValue, ""Id"", Id)
| summarize StartTimeUtc = min(StartTimeUtc), EndTimeUtc = max(EndTimeUtc), PropertyUpdateSet = make_bag(PropertyUpdate) 
by InitiatedBy, IpAddress, TargetUserName, TargetResourceName, OperationName, CorrelationId
| extend timestamp = StartTimeUtc, AccountCustomEntity = InitiatedBy, HostCustomEntity = TargetResourceName, IPCustomEntity = IpAddress"
"234210da-b9ea-4dcd-bc6f-26183b5529ad","Failed attempt to access Azure Portal","true","Hunting","none","AzureActiveDirectory","SigninLogs","none","none","本规则将识别所有未经授权的用户尝试访问 Azure 门户，相关登录失败错误为无效的密码或用户帐户不存在","let timeframe=ago(7d);
SigninLogs
| where TimeGenerated >= timeframe
| where AppDisplayName contains ""Azure Portal""
// 50126 - Invalid username or password, or invalid on-premises username or password.
// 50020? - The user doesn't exist in the tenant.
| where ResultType in ( ""50126"" , ""50020"")
| extend OS = DeviceDetail.operatingSystem, Browser = DeviceDetail.browser
| extend StatusCode = tostring(Status.errorCode), StatusDetails = tostring(Status.additionalDetails)
| extend State = tostring(LocationDetails.state), City = tostring(LocationDetails.city)
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), IPAddresses = makeset(IPAddress), DistinctIPCount = dcount(IPAddress), 
makeset(OS), makeset(Browser), makeset(City), AttemptCount = count() 
by UserDisplayName, UserPrincipalName, AppDisplayName, ResultType, ResultDescription, StatusCode, StatusDetails, Location, State
| extend timestamp = StartTimeUtc, AccountCustomEntity = UserPrincipalName
| sort by AttemptCount"
"ebacd05b-ae33-4eb0-9630-e86d36844557","Long lookback User Account Created and Deleted within 10mins","true","Hunting","none","SecurityEvents","SecurityEvent","none","none","本规则将识别出 10 分钟内创建并删除了的用户帐户。回顾时间是14天","// timeframe is the number of lookback days, default is last 14 days
let timeframe = 14d;
// TimeDelta is the difference between when the account was created and when it was deleted, default is set to 10min or less
let timedelta = 10m;
SecurityEvent 
| where TimeGenerated > ago(timeframe) 
// A user account was created
| where EventID == ""4720""
| where AccountType == ""User""
| project creationTime = TimeGenerated, CreateEventID = EventID, Activity, Computer, TargetUserName, UserPrincipalName, 
AccountUsedToCreate = SubjectUserName, TargetSid, SubjectUserSid 
| join kind= inner (
   SecurityEvent
   | where TimeGenerated > ago(timeframe) 
   // A user account was deleted 
   | where EventID == ""4726"" 
| where AccountType == ""User""
| project deletionTime = TimeGenerated, DeleteEventID = EventID, Activity, Computer, TargetUserName, UserPrincipalName, 
AccountUsedToDelete = SubjectUserName, TargetSid, SubjectUserSid 
) on Computer, TargetUserName
| where deletionTime - creationTime < timedelta
| extend TimeDelta = deletionTime - creationTime
| where tolong(TimeDelta) >= 0
| project TimeDelta, creationTime, CreateEventID, Computer, TargetUserName, UserPrincipalName, AccountUsedToCreate, 
deletionTime, DeleteEventID, AccountUsedToDelete
| extend timestamp = creationTime, HostCustomEntity = Computer, AccountCustomEntity = UserPrincipalName"
"b5e6de91-6931-4cdf-badd-4e57a40be116","Exchange Server Suspicious URIs Visited","true","Hunting","none","AzureMonitor(IIS)","W3CIISLog","none","none","This query will detect paths suspicious associated with ProxyLogon exploitation, it will then calculate the percentage of suspicious URIs
the user had visited in relation to the total number of URIs the user has visited. This query will assist in the detection of automated
ProxyLogon exploitation.'
","//Calculate number of suspicious URI stems visited by user
W3CIISLog 
| where not(ipv4_is_private(cIP))
| where (csUriStem matches regex @""\/owa\/auth\/[A-Za-z0-9]{1,30}\.js"") or (csUriStem matches regex @""\/ecp\/[A-Za-z0-9]{1,30}\.(js|flt|css)"") or (csUriStem =~ ""/ews/exchange.asmx"")
| extend userHash = hash_md5(strcat(cIP, csUserAgent))
| summarize susCount=dcount(csUriStem), make_list(csUriStem), min(TimeGenerated), max(TimeGenerated) by userHash, cIP, csUserAgent
| join kind=leftouter  (
  //Calculate unique URI stems visited by each user
  W3CIISLog
  | where not(ipv4_is_private(cIP))
  | extend userHash = hash_md5(strcat(cIP, csUserAgent))
  | summarize allCount=dcount(csUriStem) by userHash
) on userHash
//Find instances where only a common endpoint was seen
| extend containsDefault = iff(list_csUriStem contains ""/ews/exchange.asmx"", 1, 0)
//If we only see the common endpoint and nothing else dump it
| extend result = iff(containsDefault == 1, containsDefault+susCount, 0)
| where result != 2
| extend susPercentage = susCount / allCount * 100
| where susPercentage > 90
| project StartTime=min_TimeGenerated, EndTime=max_TimeGenerated, AttackerIP=cIP, AttackerUA=csUserAgent, URIsVisited=list_csUriStem, suspiciousPercentage=susPercentage, allUriCount=allCount, suspiciousUriCount=susCount
| extend timestamp = StartTime"
"77364b00-2b0a-4832-8f63-d8c0a005a9f7","Suspicious application consent similar to O365 Attack Toolkit","true","Detection","High","AzureActiveDirectory","AuditLogs","1d","14d","当用户同意向以前未知的 Azure 应用程序提供与 MDSec O365 攻击工具包 (https://github.com/mdsecactivebreach/o365-attack-toolkit) 使用的相同 OAuth 权限时，这将发出警报。
默认权限/ MDSec O365 攻击工具包的范围是contacts.read、user.read、mail.read、notes.read.all、mailboxsettings.readwrite 和files.readwrite.all。
对具有这些权限的应用程序的同意应该很少见，尤其是当 knownApplications 列表被扩展，特别是当 knownApplications 列表被扩展时。 
有关 AuditLogs 的更多信息，请参阅 https://docs.microsoft.com/azure/active-directory/reports-monitoring/reference-audit-activities","let detectionTime = 1d;
let joinLookback = 14d;
AuditLogs
| where TimeGenerated > ago(detectionTime)
| where LoggedByService =~ ""Core Directory""
| where Category =~ ""ApplicationManagement""
| where OperationName =~ ""Consent to application""
| where TargetResources has ""mailboxsettings""
| extend AppDisplayName = TargetResources.[0].displayName
| extend AppClientId = tolower(TargetResources.[0].id)
| where AppClientId !in ((externaldata(knownAppClientId:string, knownAppDisplayName:string)[@""https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Sample%20Data/Feeds/Microsoft.OAuth.KnownApplications.csv""] with (format=""csv"")))
| extend ConsentFull = TargetResources[0].modifiedProperties[4].newValue
| parse ConsentFull with * ""ConsentType: "" GrantConsentType "", Scope: "" GrantScope1 ""]"" *
| where ConsentFull contains ""contacts.read"" and ConsentFull contains ""user.read"" and ConsentFull contains ""mail.read"" and ConsentFull contains ""notes.read.all"" and ConsentFull contains ""mailboxsettings.readwrite"" and ConsentFull contains ""Files.ReadWrite.All""
| where GrantConsentType != ""AllPrincipals"" // NOTE: we are ignoring if OAuth application was granted to all users via an admin - but admin due diligence should be audited occasionally
| extend GrantIpAddress = iff(isnotempty(InitiatedBy.user.ipAddress), tostring(InitiatedBy.user.ipAddress), tostring(InitiatedBy.app.ipAddress))
| extend GrantInitiatedBy = iff(isnotempty(InitiatedBy.user.userPrincipalName), tostring(InitiatedBy.user.userPrincipalName), tostring(InitiatedBy.app.displayName))
| extend GrantUserAgent = iff(AdditionalDetails[0].key =~ ""User-Agent"", tostring(AdditionalDetails[0].value), """")
| project TimeGenerated, GrantConsentType, GrantScope1, GrantInitiatedBy, AppDisplayName, GrantIpAddress, GrantUserAgent, AppClientId, OperationName, ConsentFull, CorrelationId
| join kind = leftouter (AuditLogs
| where TimeGenerated > ago(joinLookback)
| where LoggedByService =~ ""Core Directory""
| where Category =~ ""ApplicationManagement""
| where OperationName =~ ""Add service principal""
| extend AppClientId = tolower(TargetResources[0].id)
| extend AppReplyURLs = iff(TargetResources[0].modifiedProperties[1].newValue has ""AddressType"", TargetResources[0].modifiedProperties[1].newValue, """")
| distinct AppClientId, tostring(AppReplyURLs)
)
on AppClientId
| join kind = innerunique (AuditLogs
| where TimeGenerated > ago(joinLookback)
| where LoggedByService =~ ""Core Directory""
| where Category =~ ""ApplicationManagement""
| where OperationName =~ ""Add OAuth2PermissionGrant"" or OperationName =~ ""Add delegated permission grant""
| extend GrantAuthentication = tostring(TargetResources[0].displayName)
| extend GrantOperation = OperationName
| project GrantAuthentication, GrantOperation, CorrelationId
) on CorrelationId
| project TimeGenerated, GrantConsentType, GrantScope1, GrantInitiatedBy, AppDisplayName, AppReplyURLs, GrantIpAddress, GrantUserAgent, AppClientId, GrantAuthentication, OperationName, GrantOperation, CorrelationId, ConsentFull
| extend timestamp = TimeGenerated, AccountCustomEntity = GrantInitiatedBy, IPCustomEntity = GrantIpAddress"
"8cfa63ea-859c-450d-bfc3-67de8b5d4e1e","Inactive or new account signins","true","Hunting","none","AzureActiveDirectory","SigninLogs","none","none","本规则将查询首次登录的帐户，这些账号 不是7 天内创建的用户帐户。 这些账号可能是应该被删除但没有的的陈旧/不活动帐户","//Inactive accounts that sign in - first-time logins for accounts created in last 7 days are filtered out
let starttime = 14d;
let midtime = 7d;
let endtime = 1d;
SigninLogs
| where TimeGenerated >= ago(endtime)
// successful sign-in
| where ResultType == 0
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), loginCountToday=count() by UserPrincipalName, Identity
| join kind=leftanti (
   SigninLogs
   // historical successful sign-in
   | where TimeGenerated < ago(endtime)
   | where TimeGenerated >= ago(starttime)
   | where ResultType == 0
   | summarize by UserPrincipalName, Identity
) on UserPrincipalName 
| join kind= leftanti (
   // filter out newly created user accounts
   AuditLogs
   | where TimeGenerated >= ago(midtime)
   | where OperationName == ""Add user"" 
   // Normalize to lower case in order to match against equivalent UPN in Signin logs
   | extend NewUserPrincipalName = tolower(extractjson(""$.userPrincipalName"", tostring(TargetResources[0]), typeof(string)))
) on $left.UserPrincipalName == $right.NewUserPrincipalName 
| extend timestamp = StartTimeUtc, AccountCustomEntity = UserPrincipalName"
"b06f7fc2-6cd5-4ead-a4f6-8a13617530c1","NOBELIUM - suspicious rundll32.exe execution of vbscript","true","Detection","Medium","SecurityEvents","SecurityEvent","1d","1d","此查询标识 rundll32.exe 何时执行一组特定的内联 VBScript 命令。
 参考资料：https://www.microsoft.com/security/blog/2021/03/04/goldmax-goldfinder-sibot-analyzing-nobelium-malware","SecurityEvent
| where EventID == 4688
| where Process =~ 'rundll32.exe' 
| where CommandLine has_all ('Execute','RegRead','window.close')
| project TimeGenerated, Computer, Account, Process, NewProcessName, CommandLine, ParentProcessName, _ResourceId
| extend timestamp = TimeGenerated, HostCustomEntity = Computer, AccountCustomEntity = Account"
"ac241225-9305-4596-a871-bf0457729a62","Powercat Download","true","Hunting","none","SecurityEvents","SecurityEvent","none","none","Powercat is a PowerShell implementation of netcat. Whilst it can be used as a legitimate administrative tool it can be abused by attackers to exfiltrate data. This query looks for command line activity downloading PowerCat.'
","SecurityEvent
| where EventID == 4688
| where Process has_any (""cmd.exe"", ""powershell.exe"", ""PowerShell_ISE.exe"")
| where CommandLine hassuffix ""powercat.ps1""
| extend timestamp = TimeGenerated, AccountCustomEntity = Account, HostCustomEntity = Computer"
"6023f684-01d8-4f74-98b7-1ef9cae2109f","Persisting Via IFEO Registry Key","true","Hunting","none","SecurityEvents","MultipleDataSources","none","none","This query detects instances where IFEO registry keys were created and deleted frequently within a short period of time.'
","(union isfuzzy=true
(
SecurityEvent
| where EventID == 4657
| where ObjectName has_all (""\\REGISTRY\\MACHINE"", ""Image File Execution Options"")
| where ObjectName !endswith ""Image File Execution Options""
| summarize Count=count() by Computer, Account, ObjectName
| top 10 by Count desc 
| extend AccountCustomEntity = Account, HostCustomEntity = Computer
),
(
Event
| where Source == ""Microsoft-Windows-Sysmon""
| where EventID in (12, 13)
| extend EventData = parse_xml(EventData).DataItem.EventData.Data
| mv-expand bagexpansion=array EventData
| evaluate bag_unpack(EventData)
| extend Key=tostring(['@Name']), Value=['#text']
| evaluate pivot(Key, any(Value), TimeGenerated, Source, EventLog, Computer, EventLevel, EventLevelName, EventID, UserName, RenderedDescription, MG, ManagementGroupName, Type, _ResourceId)
| where TargetObject has_all (""HKLM"", ""Image File Execution Options"")
| summarize Count=count() by Computer, UserName, tostring(TargetObject)
| top 10 by Count desc
| extend AccountCustomEntity = UserName, HostCustomEntity = Computer
),
(
imRegistry
| where RegistryKey has_all (""HKEY_LOCAL_MACHINE"", ""Image File Execution Options"")
| summarize Count=count() by Dvc, Username, RegistryKey
| top 10 by Count desc
| extend AccountCustomEntity = Username, HostCustomEntity = Dvc
)
)
)"
"08096df1-80d8-4e85-a24d-646a0fd257e2","Azure Active Directory Hybrid Health AD FS Service Delete","true","Detection","Medium","AzureActivity","AzureActivity","1d","1d","此检测使用 AzureActivity 日志（管理类别）来识别租户中 Azure AD 混合运行状况 AD FS 服务实例的删除。 威胁参与者可以创建新的 AD Health ADFS 服务并创建假服务器来欺骗 AD FS 签名日志。 在不再需要健康 AD FS 服务后，可以通过对 Azure 的 HTTP 请求将其删除。 
参考：https://o365blog.com/post/hybridhealthagent。","AzureActivity
| where CategoryValue == 'Administrative'
| where ResourceProviderValue =~ 'Microsoft.ADHybridHealthService'
| where _ResourceId contains 'AdFederationService'
| where OperationNameValue =~ 'Microsoft.ADHybridHealthService/services/delete'
| extend claimsJson = parse_json(Claims)
| extend AppId = tostring(claimsJson.appid)
| extend AccountName = tostring(claimsJson.name)
| project-away claimsJson
| extend timestamp = TimeGenerated, AccountCustomEntity = Caller, IPCustomEntity = CallerIpAddress"
"eac28af1-e220-4de7-b694-123a8a9f529a","Alerts related to IP","true","Hunting","none","AzureSecurityCenter","SecurityAlert","none","none","本规则将返回来自给定 IpAddress 相关的任何Azure安全中的的警报， 默认查询区间是过去3天","let GetAllAlertsWithIp = (suspiciousEventTime:datetime, v_ipAddress:string){
//-3d and +6h as some alerts fire after accumulation of events
let v_StartTime = suspiciousEventTime-3d;
let v_EndTime = suspiciousEventTime+6h;
SecurityAlert
| where TimeGenerated between (v_StartTime .. v_EndTime)
// expand JSON properties
| where ExtendedProperties contains v_ipAddress or Entities contains v_ipAddress
| extend Extprop = parsejson(ExtendedProperties)
| extend Computer = iff(isnotempty(toupper(tostring(Extprop[""Compromised Host""]))), toupper(tostring(Extprop[""Compromised Host""])), tostring(parse_json(Entities)[0].HostName))
| extend Account = iff(isnotempty(tolower(tostring(Extprop[""User Name""]))), tolower(tostring(Extprop[""User Name""])), tolower(tostring(Extprop[""user name""])))
| extend IpAddress = tostring(parse_json(ExtendedProperties).[""Client Address""]) 
| project StartTimeUtc = StartTime, EndTimeUtc = EndTime, AlertName, Computer, Account, IpAddress, ExtendedProperties, Entities
| extend timestamp = StartTimeUtc, AccountCustomEntity = Account, HostCustomEntity = Computer, IPCustomEntity = IpAddress
};
// change datetime value and <ipaddress> value below
GetAllAlertsWithIp(datetime(now(), ""{ipaddress}"")"
"610f5502-564c-4df0-9e99-fb29ae87cd34","First access credential added to Application or Service Principal where no credential was present","true","Detection","High","AzureActiveDirectory","AuditLogs","1h","1h","这将在管理员或应用程序所有者帐户向应用程序或服务主体添加新凭据,而之前没有关联的验证 KeyCredential时发出警报。
如果威胁行为者获得对具有足够权限的帐户的访问权限并添加触发此操作的备用身份验证材料事件，威胁参与者现在可以使用此凭据作为应用程序或服务主体进行身份验证。
有关 OAuth 凭据授予的其他信息可以在 RFC 6749 第 4.4 节或 https://docs.microsoft.com/azure/active-directory/development/v2-oauth2-client-creds-grant-flow 中找到。
有关审核日志的更多信息，请参阅 https://docs.microsoft.com/azure/active-directory/reports-monitoring/reference-audit-activities","AuditLogs
| where OperationName has_any (""Add service principal"", ""Certificates and secrets management"") // captures ""Add service principal"", ""Add service principal credentials"", and ""Update application - Certificates and secrets management"" events
| where Result =~ ""success""
| mv-expand target = TargetResources
| where tostring(InitiatedBy.user.userPrincipalName) has ""@"" or tostring(InitiatedBy.app.displayName) has ""@""
| extend targetDisplayName = tostring(TargetResources[0].displayName)
| extend targetId = tostring(TargetResources[0].id)
| extend targetType = tostring(TargetResources[0].type)
| extend keyEvents = TargetResources[0].modifiedProperties
| mv-expand keyEvents
| where keyEvents.displayName =~ ""KeyDescription""
| extend new_value_set = parse_json(tostring(keyEvents.newValue))
| extend old_value_set = parse_json(tostring(keyEvents.oldValue))
| where old_value_set == ""[]""
| parse new_value_set with * ""KeyIdentifier="" keyIdentifier:string "",KeyType="" keyType:string "",KeyUsage="" keyUsage:string "",DisplayName="" keyDisplayName:string ""]"" *
| where keyUsage == ""Verify""  or keyUsage == """"
| extend UserAgent = iff(AdditionalDetails[0].key == ""User-Agent"",tostring(AdditionalDetails[0].value),"""")
| extend InitiatingUserOrApp = iff(isnotempty(InitiatedBy.user.userPrincipalName),tostring(InitiatedBy.user.userPrincipalName), tostring(InitiatedBy.app.displayName))
| extend InitiatingIpAddress = iff(isnotempty(InitiatedBy.user.ipAddress), tostring(InitiatedBy.user.ipAddress), tostring(InitiatedBy.app.ipAddress))
// The below line is currently commented out but Azure Sentinel users can modify this query to show only Application or only Service Principal events in their environment
//| where targetType =~ ""Application"" // or targetType =~ ""ServicePrincipal""
| project-away new_value_set, old_value_set
| project-reorder TimeGenerated, OperationName, InitiatingUserOrApp, InitiatingIpAddress, UserAgent, targetDisplayName, targetId, targetType, keyDisplayName, keyType, keyUsage, keyIdentifier, CorrelationId, TenantId
| extend timestamp = TimeGenerated, AccountCustomEntity = InitiatingUserOrApp, IPCustomEntity = InitiatingIpAddress"
"68f9b8d7-b7ba-4671-886f-b1812845a819","HIDS Security Event Alert","true","Detection","Medium","HIDS","Syslog","10m","10m","本规则将列举HIDS安全告警","let HIDS_Linux_Events = dynamic([""bounce_shell"",""privilege_escalation"",""backdoor_diagnose"",""malic_opera"",""web_command"", ""virus_detect""]);
let HIDS_Windows_Events = dynamic([""win_bounce_shell"",""backdoor_diagnose_win"",""web_command_win"",""virus_detect_win""]);
let HIDS_common_Events = dynamic([""bruteforce_ext"",""bruteforce_inter"",""excep_login"", ""webshell"",""honeypot"",""mem_backdoor""]);
Syslog
| where Facility == 'local0'
| where ProcessName =~ 'qtAlert'
| where SyslogMessage !contains 'access_log'
| extend rawmesssage = iff(SyslogMessage contains 'message repeated', substring(SyslogMessage,indexof(SyslogMessage,'times: [')+8,strlen(SyslogMessage)-indexof(SyslogMessage,'times: [')-9),SyslogMessage)
| extend alertmessage = split(rawmesssage, ' ')
| mv-expand with_itemindex=Index alertmessage
| extend properties = split(alertmessage,'=')
| extend pname = tostring(properties[0])
| extend pvalue =  trim(@'""', tostring(properties[1]))
| extend AlertDetails = pack(pname, pvalue) 
| summarize alert_bag = make_bag(AlertDetails) by rawmesssage, Computer, EventTime
| extend event_name = tostring(alert_bag.event_name), Alert_severity_value = alert_bag.event_level, event_type =  tostring(alert_bag.event_type), host_name = tostring(alert_bag.host_name), 
group_name = tostring(alert_bag.group_name), internal_ip = tostring(alert_bag.internal_ip), external_ip = tostring(alert_bag.external_ip),
comid = tostring(alert_bag.comid), group = tostring(alert_bag.group),  agent_id = tostring(alert_bag.agent_id), event_content = tostring(alert_bag.event_content), url =  tostring(alert_bag.url)
| extend Alert_severity  = case(Alert_severity_value =~ 'danger', ""高"", 
                                Alert_severity_value =~ 'alert', ""中"", 
                                Alert_severity_value =~ 'info', ""低"",
                                ""信息""
                                )
| where event_type in (HIDS_Linux_Events,HIDS_Windows_Events,HIDS_common_Events)                  
| extend EventSource = 'HIDS'
| extend OS = iff(event_type in (HIDS_Linux_Events),'Linux', iff(event_type in (HIDS_Windows_Events),'Windows', 'none'))
| extend OS = iff(OS in ('Windows,Linux'), OS, iff(event_type contains 'Linux','Linux', iff(event_name contains 'win','Windows','unknown')))
| summarize Repeated = count(), arg_min(EventTime, *) by comid, group, agent_id
| project event_name, Alert_severity, event_type, host_name, internal_ip, external_ip, OS, group_name, comid, group, agent_id, event_content,  url, Repeated, EventSource, rawmesssage"
